Year,Title,Director,Actor,Genre,Age Certification,Imdb
2024,Thangalaan,Pa. Ranjith,Vikram,Science fiction comedy,U,8.2
2024,The Greatest of All Time,Venkat Prabhu,Vijay,Fantasy horror,U/A,5.4
2024,Kanguva,Siva,Suriya,Road thriller,S,7.7
2024,Vettaiyan,T. J. Gnanavel,Rajinikanth,Action Thrilller,U,1.8
2002,Aankhen,Vipul Shah,Amitabh Bachchan,"Thriller, Action",U,7.8
2002,Aap Mujhe Achche Lagne Lage,Vikram Bhatt,Hrithik Roshan,"Romance, Drama",U/A,8.3
2002,Ab Ke Baras,Raj Kanwar,Amrita Rao,"Romance, Drama",S,5.6
2002,Agni Varsha,Arjun Sajnani,Amitabh Bachchan,Historical,U,8.6
2002,Akhiyon Se Goli Maare,Harmesh Malhotra,Govinda,Comedy,U/A,2
2002,Annarth,Ravi Dewan,Sunil Shetty,"Action, Thriller",S,7.8
2002,Ansh: The Deadly Part,Rajan Johri,Om Puri,"Action, Thriller",U,8.3
2002,Awara Paagal Deewana,Vikram Bhatt,Akshay Kumar,"Action, Comedy",U/A,5.6
2003,Mumbai Matinee,Anant Balani,Rahul Bose,Romance Comedy,U/A,8.6
2003,Mumbai Se Aaya Mera Dost,Apoorva Agnihotri,Abhishek Bachchan,Drama,S,2
2003,Munna Bhai M.B.B.S.,Rajkumar Hirani,Sanjay Dutt,"Comedy, Social, Mral",U,7.8
2003,Nayee Padosan,B. H. Tharun Kumar,Mahek Chahal,Comedy,U/A,8.3
2003,Om,Ashok Honda,Attin Bhalla,Action,S,5.6
2003,Oops!,Deepak Tijori,Kiran Janjani,Erotic Comedy,U,8.6
2003,Out of Control,"Apurva Asrani, Ramanjit Juneja",Ritesh Deshmukh,"Comedy, Romance",U/A,2
2003,Paap,Pooja Bhatt,John Abraham,"Thriller, Crime",S,7.8
2003,Parwana,Deepak Bahry,Ajay Devgn,"Action, Drama, Thriller",U,8.3
2003,Pinjar,Chandrakant Dwivedi,Urmila Matondkar,"Drama, Social",S,8.6
2004,Aan: Men at Work,Madhur Bhandarkar,Akshay Kumar,Action,U/A,2
2004,Ab... Bas![2],Rajesh Kumar Singh,Shawar Ali,Thriller,S,7.8
2004,Ab Tumhare Hawale Watan Saathiyo,Anil Sharma,Amitabh Bachchan,"War, Drama",U,8.3
2004,Aetbaar,Vikram Bhatt,Amitabh Bachchan,Thriller,U/A,5.7
2004,Agnipankh,Sanjeev Puri,Jimmy Shergill,Not Available,S,8.6
2004,Aitraaz,Abbas–Mustan,Akshay Kumar,"Drama, Romance, Thriller",U,2
2004,Asambhav,Rajiv Rai,Arjun Rampal,"Mystery, Thriller",U/A,7.8
2004,Bardaasht,E.Nivas,Bobby Deol,"Action, Drama, Thriller",S,8.3
2004,Bhola in Bollywood,Sumbul Gazi,Ali Asgar,Comedy,U,5.7
2004,Chameli,Sudhir Mishra,Kareena Kapoor,Drama,U/A,8.6
2004,Chand Bujh Gaya,Sharique Minhaj,Faisal Khan,Romance,S,2
2005,Bullet: Ek Dhamaka,Irfan Khan,Iqbal Khan,Action,S,7.8
2005,Bunty Aur Babli,Shaad Ali,Amitabh Bachchan,"Comedy, Crime, Romance, Mral",U,8.3
2005,Chaahat – Ek Nasha,Jai Prakash,Manisha Koirala,Romance,U/A,5.7
2005,Chand Sa Roshan Chehra,Shabah Shamsi,Samir Aftab,Romance,S,8.6
2005,Chehraa,Saurabh Shukla,Bipasha Basu,Thriller,U,2
2005,Chetna: The Excitement[3],Partho Ghosh,Jatin Grewal,Erotic Drama,U/A,7.8
2005,Chocolate,Vivek Agnihotri,Anil Kapoor,"Action, Thriller, Suspense",S,8.3
2005,Chor Mandi[4],Sanjay Khanna,Mukul Dev,Comedy,U,5.7
2005,Classic – Dance of Love,Babbar Subhash,Mithun Chakraborty,Erotic Thriller,U/A,8.6
2005,D,Ram Gopal Varma,Randeep Hooda,"Crime, Drama",S,2
2005,Dansh,Kanika Verma,Kay Kay Menon,Drama,U,7.8
2005,Deewane Huye Paagal,Vikram Bhatt,Akshay Kumar,Romantic Comedy,U/A,8.3
2006,Bhagam Bhag,Priyadarshan,Akshay Kumar,"Comedy, Mral",S,8.6
2006,Bhoot Unkle,Mukesh Saigal,Jackie Shroff,Comedy,U,2
2006,Chand Ke Paar Chalo,Mustafa Engineer,Preeti Jhangiani,Drama,U/A,7.8
2006,Chingaari,Kalpana Lajmi,Sushmita Sen,"Drama, Social",S,8.3
2006,Chup Chup Ke,Priyadarshan,Shahid Kapoor,"Comedy, Romance",U,5.7
2006,Corporate,Madhur Bhandarkar,Bipasha Basu,"Drama, Thriller, Business",U/A,8.6
2006,Darna Zaroori Hai,Ram Gopal Varma,Amitabh Bachchan,Horror,S,2
2006,Darwaaza Bandh Rakho,J. D. Chakravarthy,Aftab Shivdasani,"Comedy, Crime",U,7.8
2006,Deadline: Sirf 24 Ghante,Tanveer Khan,Irrfan Khan,Thriller,U/A,8.3
2006,Devaki,Bappaditya Bandopadhyay,Ram Kapur,Drama,S,5.7
2006,Dharti Kahe Pukar Ke,Aslam Sheikh,Ajay Devgn,Drama,U,8.6
2006,Dhoom 2,Sanjay Gadhvi,Hrithik Roshan,"Thriller, Action, Romance, Mral",U/A,2
2006,Dil Diya Hai,Aaditya Datt,Emraan Hashmi,Thriller,S,7.8
2006,Don,Farhan Akhtar,Shah Rukh Khan,"Thriller, Action, Drama",U,8.3
2006,Dor,Nagesh Kukunoor,Ayesha Takia,"Drama, Social",U/A,5.7
2006,Family,Rajkumar Santoshi,Amitabh Bachchan,"Drama, Thriller",U,2
2006,Fanaa,Kunal Kohli,Aamir Khan,"Drama, Romance, Thriller, Mral",U/A,7.8
2006,Fight Club – Members Only,Vikram Chopra,Sunil Shetty,"Action, Thriller",S,8.3
2006,Gangster,Anurag Basu,Emraan Hashmi,"Drama, Romance, Thriller, Mral",U,5.7
2007,Bheja Fry,Sagar Ballary,Vinay Pathak,Comedy,S,8.3
2007,Bhool Bhulaiyaa,Priyadarshan,Akshay Kumar,"Mystery, Thriller, Comedy",U,5.8
2007,Big Brother,Guddu Dhanoa,Sunny Deol,"Action, Drama, Romance, Crime",U/A,8.6
2007,Black Friday,Anurag Kashyap,Kay Kay Menon,"Crime Fiction, Drama, Historical",S,2
2007,Blood Brothers,Vishal Bhardwaj,Ayesha Takia,Short Film,U,7.8
2007,The Blue Umbrella,Vishal Bhardwaj,Shreya Sharma,Children's,U/A,8.3
2007,Bombay to Goa,Raj Pendurkar,Sunil Pal,Comedy,S,5.8
2007,Buddha Mar Gaya,Rahul Rawail,Ranvir Shorey,Comedy,U,8.6
2007,Cash,Anubhav Sinha,Ajay Devgn,Thriller,U/A,2.1
2007,Chak De India,Shimit Amin,Shah Rukh Khan,Sports,S,7.8
2007,Chanchal,Indrajit Singh,Armaan Shahabi,"Drama, Mral",U,8.3
2007,Cheeni Kum,R. Balki,Amitabh Bachchan,"Romance, Comedy, Drama",U/A,5.8
2007,Chhodon Naa Yaar,Dillip Sood,Jimmy Sheirgill,Horror,S,8.6
2007,Chooriyan,Sukhwant Dhadda,Vinod Khanna,"Family, Drama",U,2.1
2007,Cocktail: The Deadly Combination,Maninder Bhandari,Waqar Khan,Thriller,U/A,7.8
2007,Darling,Ram Gopal Verma,Fardeen Khan,"Thriller, Horror, Romance, Mystery",S,8.3
2007,Delhii Heights,Anand Kumar,Jimmy Sheirgill,Drama,U,5.8
2007,Dhamaal,Indra Kumar,Javed Jaffrey,Comedy,U/A,8.6
2008,Jodhaa Akbar,Ashutosh Gowariker,Hrithik Roshan,"History, Romance",U/A,8.3
2008,Black & White,Subhash Ghai,Anil Kapoor,"Social, Drama, History",S,5.8
2008,Race,Abbas–Mustan,Anil Kapoor,"Crime, Thriller",U,8.7
2008,One Two Three,Ashwni Dhir,Tusshar Kapoor,"Comedy, Drama",U/A,2.1
2008,Shaurya,Samar Khan,Kay Kay Menon,Drama,S,7.8
2008,Bhram,Pavan Kaul,Dino Morea,Thriller,U,8.3
2008,Krazzy 4,Jaideep Sen,Juhi Chawla,Comedy,U/A,5.8
2008,U Me Aur Hum,Ajay Devgn,Ajay Devgn,Romance,S,8.7
2008,Pehli Nazar Ka Pyaar,Arshad Khan,Arbaaz Ali Khan,Romance,U,2.1
2008,Sirf,Rajaatesh Nayar,Kay Kay Menon,"Drama, Romance",U/A,7.8
2008,Tashan,Vijay Krishna Acharya,Akshay Kumar,"Action, Romance",S,8.3
2008,Mr. Black Mr. White,Deepak Shivdasani,Sunil Shetty,Comedy,U,5.8
2008,Anamika,Anant Mahadevan,Dino Morea,Thriller,U/A,8.7
2008,Jimmy,Raj N. Sippy,Mimoh Chakraborty,"Drama, Action, Crime, Thriller, Romance",S,2.1
2009,Dhoondte Reh Jaaoge,Umesh Shukla,Kunal Khemu,Comedy,U,8.3
2009,Karma Aur Holi,Manish Gupta,Sushmita Sen,Drama,U/A,5.8
2009,Jai Veeru,Puneet Sira,Fardeen Khan,Action Comedy,S,8.7
2009,Little Zizou,Sooni Taraporevala,Boman Irani,Comedy,U,2.1
2009,Gulaal,Anurag Kashyap,Kay Kay Menon,Drama,U/A,7.8
2009,Aloo Chaat,Robby Grewal,Aftab Shivdasani,Romantic comedy,S,8.3
2009,Barah Aana,Raja Menon,Naseeruddin Shah,Drama,U,5.8
2009,Firaaq,Nandita Das,Deepti Naval,Political,U/A,8.7
2009,Lottery,Hemant Prabhu,Abhijeet Sawant,Comedy,S,2.1
2009,Straight,Parvati Balagopalan,Daman Baggan,Romantic comedy,U,7.8
2009,Aa Dekhen Zara,Jehangir Surti,Neil Mukesh,"Action, Thriller",U/A,8.3
2009,Ek: The Power of One,Sangeeth Sivan,Bobby Deol,Action Thriller,S,5.8
2009,8 x 10 Tasveer,Nagesh Kukunoor,Akshay Kumar,Thriller,U,8.7
2009,Ek Se Bure Do,Tarique,Arshad Warsi,Comedy,U/A,2.1
2009,Pal Pal Dil Ke Ssaat,V Krishna Kumar,Ajay Jadeja,Drama,S,7.8
2009,Coffee House,Gurbir Grewal,Ashutosh Rana,Drama,U,8.3
2009,School Days[3],Dilip Sood,Pankaj Sharma,Not Available,U/A,5.8
2009,Royal Utsav[4],Ravi K. Patwa,Vikram Kumar,Historical Drama,S,8.7
2010,Click,Sangeeth Sivan,Shreyas Talpade,Horror,S,2.1
2010,Toh Baat Pakki!,Kedarh Shinde,Tabu,Romantic comedy,U,7.8
2010,Karthik Calling Karthik,Vijay Lalwani,Farhan Akhtar,Thriller,U/A,8.3
2010,Teen Patti,Leena Yadav,Amitabh Bachchan,"Drama, Thriller",S,5.8
2010,Atithi Tum Kab Jaoge?,Ashwni Dhir,Ajay Devgn,Comedy,U,8.7
2010,Hello Zindagi,Raja Unnithan,Mrunmayee Lagoo,Drama,U/A,2.1
2010,"Road, Movie",Dev Benegal,Abhay Deol,Drama,S,7.8
2010,Rokkk,Rajesh Ranshinge,Udita Goswami,Thriller,U,8.3
2010,Thanks Maa,Irfan Kamal,Ranvir Shorey,Drama,U/A,5.8
2010,Do Dilon Ke Khel Mein,Akash Pandey,Rajesh Khanna,Romantic comedy,S,8.7
2010,Hide & Seek,Shawn Arranha,Purab Kohli,Thriller,U,2.1
2010,Na Ghar Ke Na Ghaat Ke,Rahul Aggarwal,Rahul Aggarwal,Comedy,U/A,7.8
2010,Right Yaaa Wrong,Neeraj Pathak,Sunny Deol,Action,S,8.3
2010,Trump Card,Arshad Khan,Vikrum Kumar,"Action, Thriller",U,5.8
2010,Idiot Box,Sunanda Mitra,Sushant Singh,Drama,U/A,8.7
2011,Zokkomon,Superhero/Children,Satyajit Bhatkal,Not Available,S,7.8
2012,Tere Naal Love Ho Gaya,Mandeep Kumar,Riteish Deshmukh,Romance/Comedy,U/A,5.9
2012,London Paris New York,Anu Menon,Ali Zafar,Romance,S,8.7
2012,Paan Singh Tomar,Tigmanshu Dhulia,Irrfan Khan,Crime,U,2.1
2012,Will You Marry Me?,Aditya Dutt,Shreyas Talpade,Romance,U/A,7.8
2012,Kahaani,Sujoy Ghosh,Vidya Balan,Drama/Thriller,S,8.3
2012,Chaar Din Ki Chandni,Samir Karnik,Kulraj Randhawa,Comedy,U,5.9
2012,Say Yes to Love,Mahrukh Mirza Beg,Asad Mirza,Romance,U/A,8.7
2012,Akkad Bakkkad Bam Be Bo,Dweep Raj Kochhar,Dweep Raj Kochhar[22],Romance,S,2.1
2012,Zindagi Tere Naam,Ashu Trikha,Mithun Chakraborthy,Romance,U,7.8
2012,Agent Vinod,Sriram Raghavan,Saif Ali Khan,Suspense/Thriller,U/A,8.3
2012,Blood Money,Vishal Mahadkar,Kunal Khemu,Thriller,S,5.9
2013,Mai...,Mahesh Kodiyal,Asha Bhosle,Drama/family,U/A,5.9
2013,Listen... Amaya,Avinash Kumar Singh,Farooq Sheikh,Drama,S,8.7
2013,Special 26,Neeraj Pandey,Akshay Kumar,Drama/heist,U,2.1
2013,ABCD: Any Body Can Dance,Remo D'Souza,Prabhu Deva,Drama/dance,U/A,7.8
2013,The Unsound,Alok Shrivastava,Shadaab Khan,Thriller,S,8.3
2013,Jayantabhai Ki Luv Story,Vinnil Markan,Vivek Oberoi,Comedy/romance,U,5.9
2013,Murder 3,Vishesh Bhatt,Randeep Hooda,Thriller,U/A,8.7
2013,Kai Po Che!,Abhishek Kapoor,Sushant Singh Rajput,Drama,S,2.1
2013,Zila Ghaziabad,Anand Kumar,Arshad Warsi,Action,U,7.8
2013,"I, Me Aur Main",Kapil Sharma,John Abraham,Romance/comedy,U/A,8.3
2013,Bloody Isshq,Arup Dutta,Akash Singh,Romance/thriller,S,5.9
2013,The Attacks of 26/11,Ram Gopal Varma,Nana Patekar,Action/thriller/docudrama,U,8.8
2014,Hasee Toh Phasee,Vinil Mathew,Sidharth Malhotra,Romance/Comedy,S,8.8
2014,Heartless,Shekhar Suman,Adhyayan Suman,Thriller,U,2.1
2014,Ya Rab,Hasnain Hyderabadwala,Manzar Sehbai,Drama/Social,U/A,7.8
2014,Gunday,Ali Abbas Zafar,Ranveer Singh,Action,S,8.3
2014,Kaho Na Kaho,Sanjay Niranjan,Sikandar,Social,U,5.9
2014,Darr @ the Mall,Pawan Kripalani,Jimmy Sheirgill,Horror,U/A,8.8
2014,Dee Saturday Night,Jay Prakash,Prashant Narayanan,Drama,S,2.1
2014,Gulabi Gang,Nishtha Jain,Sampat Pal Devi,Documentary,U,7.8
2014,Highway,Imtiaz Ali,Randeep Hooda,Drama/Romance,U/A,8.3
2014,Karar: The Deal,Sabir,Tarun Arora,Thriller,S,5.9
2015,Badlapur,Sriram Raghavan,Varun Dhawan,"Action, Thriller",U,7.8
2015,Qissa,Anup Singh,Irrfan Khan,Historical Drama,U/A,8.3
2015,Ab Tak Chhappan 2,Aejaz Gulab,Nana Patekar,"Crime, Drama",S,5.9
2015,Dum Laga Ke Haisha,Sharat Katariya,Ayushmann Khurrana,Comedy,U,8.9
2015,Badmashiyaan,Amit Khanna,Suzzanna Mukherjee,Romantic comedy,U/A,2.1
2015,Coffee Bloom,Manu Warrier,Arjun Mathur,"Romance, Drama",S,7.8
2015,Dirty Politics,K. C. Bokadia,Mallika Sherawat,Political Drama,U,8.3
2015,Hey Bro,Ajay Chandhok,Ganesh Acharya,"Comedy, Action",U/A,5.9
2016,Neerja,Ram Madhvani,Sonam Kapoor,Biopic/drama,U,8.3
2016,Dhara 302,Jitender Singh Narukal,Rufy Khan,Actiom/drama,U/A,6
2016,Aligarh,Hansal Mehta,Manoj Bajpayee,Biopic/drama,S,8.9
2016,Bollywood Diaries,K.D. Satyam,Raima Sen,Drama,U,2.1
2016,Love Shagun,Sandesh Nayak,Anuj Sachdeva,Romance/comedy,U/A,7.8
2016,Tere Bin Laden: Dead or Alive,Abhishek Sharma,Manish Paul,Comedy,S,8.3
2016,Zubaan,Mozez Singh,Vicky Kaushal,Drama,U,6
2016,Jai Gangaajal,Prakash Jha,Priyanka Chopra,Drama/comedy,U/A,8.9
2016,Global Baba,Manoj Sidheshwari Tewari,Abhimanyu Singh,Satire,S,2.1
2016,Teraa Surroor,Shawn Arranha,Himesh Reshammiya,Action/thriller/romance,U,7.8
2016,OK Mein Dhokhe,Utpal S. Chaudhary,Zoya Rathore,Drama/thriller,U/A,8.3
2017,Saanjh,Ajay Saklani,Aditi Charak,Drama,U/A,8.9
2017,Begum Jaan,Srijit Mukherji,Vidya Balan,Period drama,S,3
2017,Romeo-N-Bullet,Aditya Kumar,Vije Bhatia,Romance,U,7.8
2017,Noor,Sunhil Sippy,Sonakshi Sinha,Comedy/drama,U/A,8.3
2017,Ek Thi Rani Aisi Bhi,Gulbahar Singh,Hema Malini,Biopic,S,6
2017,Maatr,Ashtar Sayed,Raveena Tandon,Thriller/drama,U,8.9
2017,Ajab Singh Ki Gajab Kahani,Rishi Prakash Mishra,Yashpal Sharma,Thriller/drama,U/A,3
2017,Mantostaan,Rahat Kazmi,Raghubir Yadav,Anthology/drama,S,7.8
2018,Pad Man,R. Balki,Akshay Kumar,Drama,S,8.4
2018,Love per Square Foot,Anand Tiwari,Vicky Kaushal,Comedy,U,6.1
2018,Aiyaary,Neeraj Pandey,Sidharth Malhotra,Adventure,U/A,8.9
2018,Kuchh Bheege Alfaaz,Onir,Zain Khan Durrani,Action,S,3
2018,Jaane Kyun De Yaaron,Akshay Anand,Raghu Raja,Drama,U,7.9
2018,Sonu Ke Titu Ki Sweety,Luv Ranjan,Kartik Aaryan,Mystery,U/A,8.4
2018,Pari,Prosit Roy,Anushka Sharma,Thriller,S,6.1
2018,Veerey Ki Wedding,Ashu Trikha,Pulkit Samrat, Romance,U,8.9
2018,Hate Story IV,Vishal Pandya,Urvashi Rautela,Historical Drama,U/A,3
2018,Dil Juunglee,Aleya Sen,Saqib Saleem,Drama,S,7.9
2018,3 Storeys,Arjun Mukerjee,Richa Chaddha,Comedy,U,8.4
2018,Raid,Raj Kumar Gupta,Ajay Devgn,Adventure,U/A,6.1
2018,Hichki,Siddharth P Malhotra,Rani Mukerji,Action,S,8.9
2018,Shaadi Teri Bajayenge Hum Band,Gurpreet Sondh,Rajpal Yadav,Drama,U,3
2018,Baaghi 2,Ahmed Khan,Tiger Shroff,Mystery,U/A,7.9
2018,Blackmail,Abhinay Deo,Irrfan Khan,Thriller,S,8.4
2019,Salt Bridge,Abhijit Deonath,Rajeev Khandelwal,Drama,U,7.9
2019,Cabaret,Kaustav Narayan Niyogi,Richa Chadda,Mystery,U/A,8.4
2019,Uri - The Surgical Strike,Aditya Dhar,Vicky Kaushal,Thriller,S,6.1
2019,Battalion 609,Brijesh Batuknath Tripathi,Shoaib Ibrahim, Romance,U,8.9
2019,The Accidental Prime Minister,Vijay Ratnakar Gutte,Anupam Kher,Historical Drama,U/A,3
2019,Evening Shadows,Sridhar Rangayan,Mona Ambegaonkar,Drama,S,7.9
2019,Why Cheat India,Soumik Sen,Emraan Hashmi,Drama,U,8.4
2019,SP Chauhan,Manoj K Jha,Jimmy Shergill,Mystery,U/A,6.1
2019,Fraud Saiyaan,Sourabh Shrivastava,Arshad Warsi,Thriller,S,8.9
2019,Soni,Ivan Ayr,Geetika Vidhya Olyan, Romance,U,3
2019,72 Hours: Martyr Who Never Died,Avinash Dhyani,Avinash Dhyani,Historical Drama,U/A,7.9
2019,Bombairiya,Pia Sukanya,Radhika Apte,Drama,S,8.4
2019,Rangeela Raja,Sikander Bharti,Govinda,Drama,U,6.1
2019,Thackeray,Abhijit Panse,Nawazuddin Siddiqui,Mystery,U/A,8.9
2019,Manikarnika - The Queen Of Jhansi,Radha Krishna Jagarlamudi,Kangana Ranaut,Thriller,S,3
2019,Ek Ladki Ko Dekha Toh Aisa Laga,Kangana Ranaut,Anil Kapoor, Romance,U,7.9
2019,The Fakir of Venice,Shelly Chopra Dhar,Farhan Akhtar,Historical Drama,U/A,8.4
2019,Dosti Ke Side Effects,Anand Surapur,Sapna Choudhry,Drama,S,6.1
2019,Amavas,Hadi Ali Abrar,Sachiin Joshi,Drama,U,8.9
2020,Pagleaazam,Nitin Kakkar,Aditya Pratap Singh,Historical Drama,U/A,6.2
2020,Operation Parindey,"Vikas P Kavvthekaar, Aps Raghuvanshi",Amit Sadh,Drama,S,8.9
2020,Hacked,Sanjay Gadhvi,Hina Khan,Mystery,U,3
2020,Kaanchli Life in a Slough,Vikram Bhatt,Sanjay Mishra,Thriller,U/A,7.9
2020,Malang,Dedipya Joshii,Aditya Roy Kapur, Romance,S,8.4
2020,Yahan Sabhi Gyani Hain,Mohit Suri,Neeraj Sood,Historical Drama,U,6.2
2020,Shikara,Anant Tripathi,Aadil Khan,Drama,U/A,8.9
2020,Khawab Sare Jhoothey,Vidhu Vinod Chopra,Harsh Kumar,Mystery,S,3
2020,Love Aaj Kal,Deepak Baldev Thakur,Kartik Aaryan,Thriller,U,7.9
2020,Shukranu,Imtiaz Ali,Divyenndu, Romance,U/A,8.4
2020,Bhoot – Part One: The Haunted Ship,Bishnu Dev Halder,Vicky Kaushal,Historical Drama,S,6.2
2020,The Hundred Bucks,Bhanu Pratap Singh,Kavita Tripathi,Drama,U,8.9
2020,Shubh Mangal Zyada Saavdhan,Dushyant Pratap Singh,Ayushmann Khurrana,Mystery,U/A,3
2020,Yeh Ballet,Hitesh Kewalya,Julian Sands,Thriller,S,7.9
2020,Doordarshan,Sooni Taraporevala,Mahie Gill, Romance,U,8.4
2020,Guns of Banaras,Gagan Puri,Karan Nath,Historical Drama,U/A,6.2
2020,Haunted Hills,Sekhar Suri,Zuber K. Khan,Drama,S,8.9
2020,O Pushpa I Hate Tears,Sanjeev Kumar Rajput,Krushna Abhishek,Mystery,U,3
2020,Thappad,Dinkar Kapoor,Taapsee Pannu,Thriller,U/A,7.9
2020,Dheet Patangey,Anubhav Sinha,Shivin Narang, Romance,S,8.4
2020,Baaghi 3,Ravi Adhikari,Tiger Shroff,Historical Drama,U,6.2
2020,Guilty,Ahmed Khan,Kiara Advani,Drama,U/A,8.9
2020,Kaamyaab,Ruchi Narain,Sanjay Mishra,Mystery,S,3
2021,Switchh,Mustufa Raj,Vikrant Massey,Mystery,U/A,3
2021,D Company,Ram Gopal Varma,Ashwat Kanth Sharma.,Thriller,S,7.9
2021,Pagglait,Umesh Bist,Sanya Malhotra, Romance,U,8.4
2021,Raag,Arvind Tripathi,Rajpal Yadav,Historical Drama,U/A,6.3
2021,Saina,Amole Gupte,Parineeti Chopra,Drama,S,9
2021,Silence... Can You Hear It?,Aban Bharucha Deohans,Manoj Bajpayee,Mystery,U,3
2021,Flight,Suraj Joshi,Mohit Chadda,Thriller,U/A,7.9
2021,Koi Jaane Na,Amin Hajee,Kunal Kapoor, Romance,S,8.4
2021,The Big Bull,Kookie Gulati,Abhishek Bachchan,Historical Drama,U,6.3
2021,Hello Charlie,Pankaj Saraswat,Aadar Jain,Drama,U/A,9
2021,99 Songs[b],Vishwesh Krishnamoorthy,Ehan Bhat,Mystery,S,3
2021,Aa Bhi Ja O Piya,Rajesh Harivansh Mishra,Dev Sharma,Thriller,U,7.9
2021,Ajeeb Daastaans,"Shashank Khaitan,Raj Mehta, Neeraj Ghaywan,Kayoze Irani",Fatima Sana Shaikh, Romance,U/A,8.4
2021,Bansuri: The Flute,Hari Viswanath,Anurag Kashyap,Historical Drama,S,6.3
2021,Raat Baaki Hai,Avinash Das,Paoli Dam,Drama,U,9
2021,B.A. Pass 3,Narendra Singh,Sunny Sachdeva,Mystery,U/A,3
2022,Jhund,Nagraj Manjule,Amitabh Bachchan,Drama,U/A,9
2022,Toolsidas Junior,Mridul,Sanjay Dutt,Mystery,S,3
2022,Radhe Shyam[a],Radha Krishna Kumar,Prabhas,Thriller,U,7.9
2022,The Kashmir Files,Vivek Agnihotri,Mithun Chakraborty, Romance,U/A,8.4
2022,Bachchhan Paandey,Farhad Samji,Akshay Kumar,Historical Drama,S,6.3
2022,Jalsa,Suresh Triveni,Vidya Balan,Drama,U,9
2022,Sharmaji Namkeen,Hitesh Bhatia,Rishi Kapoor,Mystery,U/A,3
2022,Attack: Part 1,Lakshya Raj Anand,John Abraham,Thriller,S,7.9
2022,Kaun Pravin Tambe?,Jayprad Desai,Shreyas Talpade, Romance,U,8.4
2022,Cobalt Blue,Sachin Kundalkar,Prateik Babbar,Historical Drama,U/A,6.3
2022,Dasvi,Tushar Jalota,Abhishek Bachchan,Drama,S,9
2022,Hurdang,Nikhil Nagesh Bhat,Sunny Kaushal,Mystery,U,3
2022,Jersey,Gowtam Tinnanuri,Shahid Kapoor,Thriller,U/A,7.9
2022,Operation Romeo,Shashant Shah,Sidhant Gupta, Romance,S,8.4
2022,Runway 34,Ajay Devgn,Amitabh Bachchan,Historical Drama,U,6.3
2022,Heropanti 2,Ahmed Khan,Tiger Shroff,Drama,U/A,9
2022,Mere Desh Ki Dharti,Faraz Haider,Divyenndu,Mystery,S,3
2022,Thar,Raj Singh Chaudhary,Anil Kapoor,Thriller,U,7.9
2022,Jayeshbhai Jordaar,Divyang Thakkar,Ranveer Singh, Romance,U/A,8.4
2022,Bhool Bhulaiyaa 2,Anees Bazmee,Kartik Aaryan,Historical Drama,S,6.3
2022,Dhaakad,Razy Ghai,Kangana Ranaut,Drama,U,9
2022,Anek,Anubhav Sinha,Ayushmann Khurrana,Mystery,U/A,3
2022,Dehati Disco,Manoj Sharma,Ganesh Acharya,Thriller,S,7.9
2022,Haemolymph,Sudarshan Gamare,Riyaz Anwar, Romance,U,8.4
2022,Samrat Prithviraj,Chandraprakash Dwivedi,Akshay Kumar,Historical Drama,U/A,6.3
2022,Major[a],Sashi Kiran Tikka,Adivi Sesh,Drama,S,9
2022,Janhit Mein Jaari,Jai Basantu Singh,Nushrratt Bharuccha,Mystery,U,3
2022,Ardh,Palash Muchhal,Rajpal Yadav,Thriller,U/A,7.9
2022,Nikamma,Sabbir Khan,Abhimanyu Dassani, Romance,S,8.4
2022,Sherdil,Srijit Mukherji,Pankaj Tripathi,Historical Drama,U,6.3
2022,Jugjugg Jeeyo,Raj Mehta,Anil Kapoor,Drama,U/A,9
2022,Forensic,Vishal Furia,Vikrant Massey,Mystery,S,3
2022,Rashtra Kavach Om,Kapil Verma,Aditya Roy Kapur,Thriller,U,7.9
2022,Rocketry - The Nambi Effect,R. Madhavan,R. Madhavan, Romance,U/A,8.4
2022,Khuda Haafiz: Chapter ll - Agni Pariksha,Faruk Kabir,Vidyut Jammwal,Historical Drama,S,6.3
2022,Hit - The First Case,Shailesh Kolanu,Rajkummar Rao,Drama,U,9
2022,Ladki: Dragon Girl,Ram Gopal Varma,Pooja Bhalekar,Mystery,U/A,3
2022,Jaadugar,Sameer Saxena,Jitendra Kumar,Thriller,S,7.9
2022,Judaa Hoke Bhi,Vikram Bhatt,Akshay Oberoi, Romance,U,8.4
2023,Kuttey,Aasmaan Bhardwaj,Arjun Kapoor,Historical Drama,U/A,6.4
2023,Lakadbaggha,Victor Mukherjee,Anshuman Jha,Drama,S,9.1
2023,Mission Majnu,Shantanu Bagchi,Sidharth Malhotra,Mystery,U,3
2023,Chhatriwali,Tejas Deoskar,Rakul Preet Singh,Thriller,U/A,7.9
2023,Pathaan,Siddharth Anand,Shah Rukh Khan, Romance,S,8.4
2023,Gandhi Godse – Ek Yudh,Rajkumar Santoshi,Deepak Antani,Historical Drama,U,6.4
2023,Operation Fryday[b],Vishram Sawant,Sunil Shetty,Drama,U/A,9.1
2023,Almost Pyaar with DJ Mohabbat,Anurag Kashyap,Alaya F,Mystery,S,3
2023,Faraaz,Hansal Mehta,Zahan Kapoor,Thriller,U,7.9
2023,Shiv Shastri Balboa,Ajayan Venugopalan,Anupam Kher, Romance,U/A,8.4
2023,The Tenant[c],Sushrut Jain,Shamita Shetty,Historical Drama,S,6.4
